Name,Description
Bau Sin - Indian mustard,"This ancient variety, which forms its heart in mid-winter before going to seed, produces large, rounded, greenish-blond leaves with a tender texture and very mild flavor.
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Horned - Indian mustard,"This variety apples a little. Its wavy leaves are bright green with a fine flavor. Each branch blossoms into a cone. Easy to grow, but not suited to very hot summers.
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Green Wave - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard"
Magma - Indian mustard,"This variety is highly ornamental. It produces a multitude of very curly leaves, variegated with ""tan"", green and purple colors. They are very tasty.
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Dragon Tongue - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Red Giant - Indian mustard,"This vigorous, productive variety, 50 cm tall and slow to bolt, produces purple leaves with green veins and a good, pungent flavor. They can be eaten raw - as mesclun - or cooked.

This variety is cold-hardy.
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Green Wave - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Great Wave Miike - Indian mustard,"This variety produces short, broad green leaves with smooth edges and red veins, offering a firm texture and superb sweet, tangy flavor.
This variety can be planted all year round for mesclun, but is best harvested in autumn. It is not very sensitive to frost.
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Green Wave - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard"
Hirayam Kai Choi - Indian mustard,"This variety produces shiny green, oval leaves with a fleshy stalk that forms a bleached heart, offering a crunchy texture and excellent flavor.
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Dragon Tongue - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard"
Frilled Dragon Magma Mix - Indian mustard,"A blend of three full-flavored ""Indian Mustard"" varieties: ""Gold Frill"", ""Dragon's Tongue"" and ""Magma"", as well as crosses between these three varieties, offering an exotic spectrum of contrasting colors, varied shapes and textures, and sweet and tangy flavors.
                                    These products may also be of interest to you

            
            
                Green Wave - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Southern Giant - Indian mustard,"This very old variety, slow to bolt, 60 cm high, produces very curly green leaves with a fine texture and good flavor.
                                    These products may also be of interest to you

            
            
                Green Wave - Indian mustard
            
        
            
            
                Dragon Tongue - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Dragon Feathers Mix - Indian mustard,"This gene pool, obtained by crossing ""Magma"" and ""Gold Frills"", offers more or less dissected leaves, with different shades of green in a fantastic blend of pungent flavors.
                                    These products may also be of interest to you

            
            
                Green Wave - Indian mustard
            
        
            
            
                Dragon Tongue - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Garnet Giant - Indian mustard,"This variety has lightly toothed purple leaves with a sweet, slightly spicy flavor.
                                    These products may also be of interest to you

            
            
                Green Wave - Indian mustard
            
        
            
            
                Dragon Tongue - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Eclipse - Indian mustard,"This cold-hardy variety is particularly suited to winter growing conditions. Its dark-green, chiselled leaves offer a spicy flavour that's equally appreciated in green salads and stir-fries!
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Green Wave - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Ruby Streaks - Indian mustard"
Osaka Segal - Indian mustard,"This variety has large, rounded, finely serrated leaves, ranging from green to deep dark red. They have a slightly spicy flavor and can be eaten raw or sautéed.
                                    These products may also be of interest to you

            
            
                Osaka Purple - Indian mustard
            
        
            
            
                Dragon Tongue - Indian mustard
            
        
            
            
                Golden Frill - Indian mustard
            
        
            
            
                Mix of Pungent Mustards - Indian mustard"
Cracoviensis - Lettuce Asparagus,"This old, very hardy variety produces reddish stems with purple-red edged leaves that can reach over 40 cm and form a loose head.

This variety adapts to a wide range of growing conditions."
Balady Aswan - Lettuce Asparagus,"This ancient variety, asparagus lettuce from Egypt, has magnificent green foliage and is harvested when the stems are 30 to 40 cm high.
                                    These products may also be of interest to you

            
            
                Cracoviensis - Lettuce Asparagus"
Tetragonia tetragonoïdes - Tetragonal,"This ancient species produces fleshy, triangular, dark-green, almost fat leaves. They can be used both raw and cooked, in the same way as spinach, whose flavor they recall."
Chioggia - Beet,"This ancient variety produces an abundance of round roots with an intense red epidermis and pink flesh veined with white. De Chioggia beet has a firm texture and a mild, sweet flavor that is highly appreciated in cooking.

What are the characteristics of De Chioggia pink and white beet?

De Chioggia pink and white beet, Ceta vulgaris, is an ancient mid-season variety from Italy. Also known as "" Barbabietola rossa di Chioggia"", this red-skinned root vegetable first appeared in 1840, in the market gardens around Venice. Prepared in carpaccio or grated into salads, its sweet pink flesh with white veins is a delight to eat.

How to grow De Chioggia pink and white beet?

This root vegetable variety can be sown from March to May in pots, and from April to July in the garden. Be careful, however, not to sow too early: this beet can go to seed very quickly.

To sow in a bucket, bury the seeds 5-7 mm deep in sowing compost, then water abundantly. Transplant when the plants reach the 5-6 leaf stage, after the first frosts.

De Chioggia pink and white beet can also be sown in the vegetable garden. Although this variety thrives in sunny locations, it's best to plant it in cool soil because, like all root vegetables, it's drought-averse. We therefore recommend frequent watering and mulching to conserve moisture, in soil enriched with mature compost. Maintain a distance of 20 cm between seeds, thinning out if necessary to encourage the growth of the most vigorous plants.

What companion plants should I grow with De Chioggia beet?

Although De Chioggia pink and white beet is a disease-resistant variety, it can nevertheless be affected by mildew and rust if over-watered.

Beets are best grown with companion plants: Cipollini Jaune onion, Saint Blaise romaine lettuce, batavia lettuce and other leafy greens...

How to store De Chioggia beet?

De Chioggia beets are harvested from July to December. Roots to be preserved should be stripped of their tops, wiped dry and stored in a cool, dark place, such as a cellar. Burying them in dry sand preserves them throughout the winter.

In the kitchen, they are excellent vegetables, rich in vitamins A, B1, B2, B6 and C. They can be used in a wide range of recipes: in salads, raw or cooked, grated or in carpaccio.

Their leaves, which are also a good source of minerals and trace elements, contain as much iron as spinach. The root provides other substances: choline, folate, iodine, manganese, sodium, potassium, fiber and carbohydrates. This beet facilitates blood regeneration, making it a dish of choice in cases of hemorrhage, convalescence or preparation for childbirth.
                                    These products may also be of interest to you

            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                Bull's Blood - Red Beet"
Egyptian Flat Rooted - Red Beet,"This ancient variety produces green, garnet-veined leaves and very smooth roots lying flat on the ground. The reddish-purple skin encloses delicious dark-blood-red flesh.
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Detroit Dark Red - Red Beet,"This old variety produces upright, light green foliage with dark red veins. It has round, sometimes oval, red roots.

Harvesting can begin 3 months after sowing.
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Bull's Blood - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Formanova - Red Beet,"This Danish variety produces popular red-green foliage and cylindrical roots around 5 cm in diameter and 15 to 18 cm long. The flesh is dark red and very tender.
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet
            
        
            
            
                Robuschka - Red Beet"
Cylindra - Violet Beet,"This ancient Danish variety produces cylindrical roots, 15 cm long, with easy-to-peel skin. The flesh has a fine texture and a very sweet taste.
                                    These products may also be of interest to you

            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                Bull's Blood - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Bull's Blood - Red Beet,"This very old, hardy variety produces ample, purple-red foliage, eaten like chard ribs, as well as a round, slightly flattened, dark-red root.
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                Robuschka - Red Beet"
3 Root Grex - Mixed Colours Beet,"This variety, an ever-evolving gene pool, offers mostly elongated roots in rainbow colors: red, orange, pink, purple...
This gene pool, created by Alan Kapuler, involves three very old varieties: ""Yellow Intermediate"", ""Crosby Purple Egyptian"" and ""Lutz"".
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                Bull's Blood - Red Beet"
Robuschka - Red Beet,"This vigorous, early variety produces well-rounded roots with smooth skin and bright garnet-red flesh. They keep well in the cellar and have a particularly fruity, sweet taste.

This variety is recommended for raw and lacto-fermented recipes.
                                    These products may also be of interest to you

            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Golden Burpee - Orange Beet,"Golden Burpee beet is a very old variety with sweet, fragrant green foliage and rounded roots weighing up to 500g. Their golden-yellow flesh has a tender texture and mild flavor. Harvested small, they are used to make vinegar preserves.
                                    These products may also be of interest to you

            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet
            
        
            
            
                Robuschka - Red Beet"
Toad - Red Beet,"The roots of this variety are buried and half-long. The black, cracked skin resembles the bark of a sapling (or toad skin for some, hence the variety's name...). This variety is reputed to be very hardy.  Despite its very red flesh, the leaves are almost green.  A late variety for autumn harvesting. 
This French variety is one of the oldest known, with historical references dating back to the 17th century. According to botanical historian Andrew Dalby, the beet mentioned in Greece in a document dating from 320 BC may be the ancestor of this black-skinned variety.  It is mentioned in Vilmorin-Andrieux's ""Les Plantes Potagères"" as a striking example of the lack of relationship between the color of a beet's flesh and that of its foliage. 
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Bull's Blood - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Lutz / Winter Keeper - Pink Beet,"This old variety, appreciated for its completely green foliage, has rounded, reddish-purple roots, about 15 cm wide and 25 cm long. They keep very well, with tender, sweet pink flesh veined with white.
                                    These products may also be of interest to you

            
            
                Formanova - Red Beet
            
        
            
            
                Bull's Blood - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet
            
        
            
            
                Robuschka - Red Beet"
Albina Vereduna - White Beet,"This excellent-tasting variety produces large, round, white roots with tender, sweet flesh that is particularly mild. Its apple-green leaves, 10 cm long, are crunchy, soft and delicious.
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Early Wonder - Red Beet,"This old-fashioned variety produces large, glossy, highly appreciated foliage and 10 cm-diameter rounded roots with smooth, red skin. Their dark red flesh offers a firm texture.
                                    These products may also be of interest to you

            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                Bull's Blood - Red Beet"
Yellow Mangel - Yellow Beet,"This variety, traditionally used as a fodder plant, can also be eaten by humans. It has an elongated, yellow-orange root that can weigh up to 4 kg and keeps very well. The light green foliage is also appreciated.
                                    These products may also be of interest to you

            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet
            
        
            
            
                Robuschka - Red Beet"
Albino - Beet,"This ancient variety produces delicate, delicious, vitamin-rich foliage. Its round roots with thick, white flesh offer a mild, very sweet flavor. They can be used to make sugar.

Characteristics of Albino white beet

White Albino beet, Beta vulgaris, is an early root vegetable variety native to Holland. It takes the form of a round root 15 to 20 cm in diameter. Highly appreciated for its mild, sweet flavor, its thick, white flesh can be cooked or raw, in salads or soups. You can also eat its wavy leaves, an excellent source of minerals and trace elements.

How to sow Albino white beet seeds?

White beet is sown from March to May in pots, and from April to July in the ground. This vegetable plant is biennial: it only produces the following year, and requires a long period of cold weather to go to seed.

To sow in a bucket, bury the seeds 0.5-1 cm deep in potting soil, then water abundantly. Germination takes 5 to 10 days, depending on temperature (12°C to 26°C). Transplant when plants have developed 5-6 leaves, after the first frosts, 20 cm apart in all directions.

If sowing is possible in a bucket, it's best to sow Albino White Beet directly in the garden. Although it thrives in sunny spots, it's best to plant it in rich, cool soil, as, like all root vegetables, it's sensitive to drought. We therefore recommend regular watering and mulching to conserve moisture, in soil enriched with mature compost. Maintain a distance of 20 cm between seeds, thinning out to encourage the growth of the most vigorous plants.

What companion plants should I grow with white beet?

Albino white beet is a disease-resistant variety. However, mildew and rust can affect it at the end of the season.

Beets are best grown with companion plants: cauliflower, onion, lettuce and other leafy vegetables...

How to store white beet?

White beets are harvested from July until the first frosts. Roots intended for preservation should be dried for a few days, stripped of their tops, wiped dry and stored in a cool, dark place, such as a cellar. Burying them in a silo filled with sand or straw preserves them throughout the winter. Alternatively, beets can be cut up and stored raw in dry sterilized jars, or cooked and frozen.

How to cook white beet

Like the pink and white Chioggia beet, this variety can be eaten raw or cooked. It can be used in a wide range of recipes: in soups, creams, gratins, vegetable chips or salads; grated or in carpaccio.

Before preparation, beet must be freed from soil and gently washed. Beetroot can be boiled, steamed, stewed or baked whole, with the skin on. For easy peeling, plunge the root into cold water after cooking. The tops can be eaten raw, in salads, or cooked like spinach.

Red, purple, orange and yellow beets are also available.

What are the benefits of beet?

Beets are excellent vegetables, rich in minerals and vitamins A, B1, B2, B6 and C. The root provides many interesting substances: choline, folate, iodine, manganese, sodium, potassium, fiber and carbohydrates. In addition to its antioxidant power, beet facilitates blood regeneration, making it an excellent choice for haemorrhage, convalescence or preparation for childbirth. The leaves contain as much, if not more, iron than spinach.
                                    These products may also be of interest to you

            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Bull's Blood - Red Beet
            
        
            
            
                Robuschka - Red Beet"
Golden Tankard - Beet,"Large, elongated, smooth, yellow, cylindrical root. Very sweet yellow flesh. Very good shelf life. Variety also used as fodder due to large root volume."
Golden Grex - Orange Beet,"This variety produces huge yellow-orange roots. Their flesh features alternating yellow and red rings, and is tender and tasty despite the large volume of the roots.
Also used for forage.
                                    These products may also be of interest to you

            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                Cylindra - Violet Beet"
Golden - Orange Beet,"This ancient variety produces small, round roots with bright golden-yellow skin. Their light yellow flesh has a tender texture and excellent flavor, sweeter than the red varieties.
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Mac Gregor Favorite - Violet Beet,"This variety, especially appreciated for its foliage, produces beautiful magenta-purple leaves with a metallic sheen. They have a tender texture and delicious flavor.
It is a very old variety originating in Scotland.
                                    These products may also be of interest to you

            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                Robuschka - Red Beet"
Touchstone Gold - Orange Beet,"This variety has bright green leaves and rounded, orange-colored roots. The golden-yellow flesh does not color other foods. It has a fine texture and mild flavor.
                                    These products may also be of interest to you

            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet
            
        
            
            
                Robuschka - Red Beet"
Green Top Bunching - Violet Beet,"This ancient, hardy variety has flattened, dark-red roots with a tender texture and good flavor. Its green foliage is veined with red.
                                    These products may also be of interest to you

            
            
                Chioggia - Beet
            
        
            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Nesvizhskaya - Beet,"This variety of sugar beet produces conical, white roots. Its sugar content is 17-18%.
                                    These products may also be of interest to you

            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Detroit Dark Red - Red Beet
            
        
            
            
                Bull's Blood - Red Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet"
Shiraz - Red Beet,"This variety with green leaves and red stems produces round, red roots with a firm texture.
This variety is particularly insensitive to brown rhizoctonia (""Rhizoctonia solani"").
                                    These products may also be of interest to you

            
            
                Formanova - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                3 Root Grex - Mixed Colours Beet
            
        
            
            
                Robuschka - Red Beet"
Guldaeno - Yellow Beet,"This frost-resistant Danish variety produces delicious, one-third-buried, orangey-yellow, ovoid roots with excellent shelf life. They are very easy to pull up and were traditionally used for fodder.
                                    These products may also be of interest to you

            
            
                Egyptian Flat Rooted - Red Beet
            
        
            
            
                Formanova - Red Beet
            
        
            
            
                Cylindra - Violet Beet
            
        
            
            
                Bull's Blood - Red Beet"
Dolciva (Improved Nantaise) - Carrot,"This variety produces smooth, cylindrical, thick roots. Their orange skin contains little heart. They keep very well over winter.
Characteristics of the improved Nantaise Dolciva carrot
Dolciva carrot, Daucus carota, is an improved Nantaise variety bred by Sativa Rheinau, Switzerland, for the Kultursaat association. Its orange, cylindrical roots, 20 to 30 cm long, contain sweet, reddish-orange flesh. This carrot can be eaten grated raw or cooked to accompany meat and fish dishes.
This variety is known for its excellent shelf life and frost resistance.
When to sow the improved Nantaise carrot?
Dolciva improved Nantaise carrot can be sown directly in the ground, from February to July. Choose a sunny spot for planting, and favour rich, well-drained soil that stays cool.

Sow carrot seeds in the vegetable garden, in rows 25 cm apart. Cover with a thin layer of soil and lightly plumb. Emergence takes place 6 to 21 days after sowing, at temperatures between 10 and 24°C. Keep substrate moist until carrot seeds germinate;
When plants have 3 leaves, thin to 5 cm, then a few weeks later, to 8 cm. Protect young shoots from slugs if possible;
Water regularly in the month following sowing to encourage good root development;
Mulch the soil to keep the carrots cool.

Be careful during the first three weeks of root development: compressed soil and the presence of stones may deform the carrot as it matures.
What companion plants should I grow with carrots?
Carrots keep onion flies away, and onions keep carrot flies away (while protecting them from mildew). Certain perennial and aromatic plants such as rosemary, sage, mugwort and scorzonera also mitigate carrot fly infestations. But the root vegetable also thrives alongside lettuce, tomatoes, radishes, peas, beans, leeks, spring onions and chives. What's more, carrots, like other plants in the Apiaceae family, attract many beneficial insects to the garden.
When to harvest the improved Nantaise carrot?
Dolciva improved Nantaise carrots are harvested from June to November, around 130 days after sowing.
To store, allow the carrots to dry for a few days before cutting off the tops a few centimetres above the collar, then wipe dry and store in a sheltered place such as a gauge, silo or cellar. They can also be stored in the ground in the vegetable garden. Cover them with a good layer of straw or leaves, at least 20 to 25 cm high, to protect them from frost. Carrots also keep well grated and lacto-fermented.
How to eat improved Nantaise carrots?
Rich in fiber and vitamins A, B6 and K, carrots promote healing and regeneration, and regulate intestinal transit. Carrots are 90% water, making them ideal for juices and syrups.
In the kitchen, carrots come in a variety of forms. Raw, it can be grated. Cooked, it can be simmered, roasted, pan-fried or steamed.
                                    These products may also be of interest to you

            
            
                Küttingen White - White Carrot
            
        
            
            
                Red Hearted Chantenay - Carrot
            
        
            
            
                Demi-Longue de Luc - Red Carrot
            
        
            
            
                Selection - Orange Carrot"
Jaune du Doubs - Carrot,"This ancient Franc-Comtois variety produces elongated, yellow roots with sweet flesh. It keeps very well and is considered a forage crop, but is also appreciated as a vegetable for its gustatory qualities.

Characteristics of the Doubs yellow carrot

The Jaune du Doubs or Jaune obtuse du Doubs carrot, Daucus carota, was first mentioned in 1894 by Johnson under the name ""Yellow"", then in 1907 by Vilmorin-Andrieux. This late variety has yellow, cylindrical roots, 15 to 20 cm long. Once used as fodder, it is now considered an excellent vegetable with a sweet taste. Like the orange carrot from Colmar à Coeur Rouge, the Jaune obtuse du Doubs keeps well through winter.

How to sow Jaune du Doubs carrot seeds?

Sow this yellow carrot directly in the ground, from February to July. Choose a sunny spot to set up your crop, and favor rich, well-drained soil that stays cool.


	Sow carrot seeds in the vegetable garden, in rows 25 cm apart. Cover with a thin layer of soil and lightly plumb. Emergence takes place 6 to 21 days after sowing, at temperatures between 10 and 24°C. Keep the soil moist until the carrot seeds have germinated;
	When plants have 3 leaves, thin to 5 cm, then a few weeks later, to 8 cm. Protect young shoots from slugs if possible;
	Water regularly in the month following sowing to encourage good root development;
	Mulch the soil to keep the carrots cool.


Be careful during the first three weeks of root development: compressed soil and the presence of stones may deform the carrot as it matures.

What companion plants should I grow with carrots?

In the vegetable garden, carrots and onions are good companions. They keep each other's flies at bay. Certain perennial and aromatic plants such as rosemary, sage, mugwort and scorzonera also reduce carrot fly infestations. This root vegetable also thrives alongside lettuce, tomatoes, radishes, peas, beans, leeks, spring onions and chives. What's more, carrots, like other plants in the Apiaceae family, attract many beneficial insects to the garden.

When to harvest the Jaune du Doubs carrot?

This variety of carrot can be harvested from June to the first frosts, 130 to 150 days after sowing. If the plants are mulched, or if it doesn't freeze, they can be harvested all year round, right up to flowering in spring.

To store, let the carrots dry for a few days before cutting off the tops a few centimetres above the collar, then wipe dry and store in a sheltered place such as a gauge, silo or cellar. They can also be stored in the ground in the vegetable garden. Cover them with a good layer of straw or leaves, at least 20 to 25 cm high, to protect them from frost. Carrots also keep well grated and lacto-fermented.

What are the virtues of carrots?

In the 13th century, carrots were considered primarily as a spice, especially for their leaves and seeds. The fruit was mainly used as feed for cattle and horses. It wasn't until the early 20th century that carotene and its benefits were discovered.

Today, carrots are appreciated for both their taste and their medicinal virtues. In Western countries, carrots account for one in every five vegetables purchased. Carrot seeds contain an essential oil used in perfumery and aromatherapy for its liver regenerating and biliary stimulating properties, as well as for its skin regenerating action. The carrot is also a tinctorial plant, used to color butter and certain cheeses.

Rich in vitamins A, B, C and E, as well as beta-carotene, this root vegetable promotes healing and regeneration, and helps regulate intestinal transit. Composed of 90% water, carrots can be made into juices and syrups, or enjoyed on the plate. Raw, it can be grated. Cooked, they can be simmered, roasted, pan-fried or steamed.
                                    These products may also be of interest to you

            
            
                Flakkee - Orange Carrot
            
        
            
            
                Blood Red - Red Carrot
            
        
            
            
                Mixed Carrots
            
        
            
            
                Tip Top (Improved Nantaise) - Carrot"
Rodelika - Red Carrot,"This variety, well adapted to heavy soils, produces roots up to 30 cm long, with a strong red color and sweet flavor, and excellent shelf life.
                                    These products may also be of interest to you

            
            
                Dolciva (Improved Nantaise) - Carrot
            
        
            
            
                Red Hearted Chantenay - Carrot
            
        
            
            
                Demi-Longue de Luc - Red Carrot
            
        
            
            
                Flakkee - Orange Carrot"
Red Hearted Colmar - Orange Carrot,"This vigorous old variety, adapted to heavy, clayey soils, produces long, stubby roots, up to 30 cm long, with firm, red flesh that is sweet to the core.
                                    These products may also be of interest to you

            
            
                Demi-Longue de Luc - Red Carrot
            
        
            
            
                Gniff - Violet Carrot
            
        
            
            
                Selection - Orange Carrot
            
        
            
            
                Tip Top (Improved Nantaise) - Carrot"
Küttingen White - White Carrot,"This ancient, hardy variety is fast-growing and vigorous. It produces large white roots with fine flesh and a mild, aromatic flavor, less sweet than other carrots.
                                    These products may also be of interest to you

            
            
                Rodelika - Red Carrot
            
        
            
            
                Demi-Longue de Luc - Red Carrot
            
        
            
            
                Gniff - Violet Carrot
            
        
            
            
                Selection - Orange Carrot"
Red Hearted Chantenay - Carrot,"This variety produces orange, conical, half-long roots - from 12 to 18 cm - with a rounded tip. Their firm, red flesh has a highly appreciated flavor.

This hardy variety is suited to heavy soils and can be stored for several months.

Origin of the Chantenay à Cœur Rouge carrot

The Chantenay à Coeur Rouge carrot, Daucus carota, is a very old root vegetable variety, originating from Chantenay in Brittany. It was first mentioned in Vilmorin-Andrieux's 1890 book Les Plantes Potagères. Its orange, conical roots, 12 to 18 cm long, contain sweet, red flesh. They adapt to clay soils and can be sown from spring to autumn. They keep well and are easy to cook, either raw or cooked.

In a similar color, there is also the improved Dolciva Nantaise carrot and the Red Heart Colmar carrot.

How to sow Chantenay à Cœur Rouge carrot seeds?

Chantenay à Cœur Rouge carrot seeds are sown directly in the ground, from February to July. Choose a sunny spot to plant your crop, and favour rich, well-drained soil that stays cool.


	Sow carrot seeds in the vegetable garden, in rows 25 cm apart. Cover with a thin layer of soil and lightly plumb. Emergence takes place 6 to 21 days after sowing, at temperatures between 10 and 24°C. Keep substrate moist until carrot seeds germinate;
	When plants have 3 leaves, thin to 5 cm, then a few weeks later, to 8 cm. Protect young shoots from slugs if possible;
	Water regularly in the month following sowing to encourage good root development;
	Mulch the soil to keep the carrots cool.


Be careful during the first three weeks of root development: compressed soil and the presence of stones may deform the carrot as it matures.

To help carrots develop properly, consider planting companion plants close to the crop: onion, tomato, lettuce, radish, etc.

When to harvest Chantenay à Coeur Rouge carrots?

This variety of carrot can be harvested from June to the first frosts, 60 to 80 days after sowing. If the plants are mulched, or if there's no frost, they can be harvested all year round, right up to flowering in spring.

To store, let the carrots dry for a few days before cutting off the tops a few centimetres above the collar, then wipe dry and store in a sheltered place such as a gauge, silo or cellar. They can also be stored in the ground in the vegetable garden. Cover them with a good layer of straw or leaves, at least 20 to 25 cm high, to protect them from frost. Carrots also keep well grated and lacto-fermented.

What are the benefits of carrots?

In the 13th century, carrots were considered primarily as a spice, especially for their leaves and seeds. The fruit was mainly used as feed for cattle and horses. It wasn't until the early 20th century that carotene and its benefits were discovered.

Today, the Chantenay à Coeur Rouge carrot is a classic in the garden and on our plates. It is as appealing for its taste as for its nutritional qualities. In Western countries, it accounts for one in every five vegetables purchased. Carrot seeds contain an essential oil used in perfumery and aromatherapy for its liver-regenerating and bile-stimulating properties, as well as for its skin-regenerating action. The carrot is also a tinctorial plant, used to color butter and certain cheeses.

Rich in vitamins A, B, C and E, as well as beta-carotene, this root vegetable promotes healing and regeneration, and helps regulate intestinal transit. Composed of 90% water, carrots can be made into juices and syrups, or enjoyed on the plate. Raw, it can be grated. Cooked, they can be simmered, roasted, pan-fried or steamed.
                                    These products may also be of interest to you

            
            
                Blood Red - Red Carrot
            
        
            
            
                Danvers - Orange Carrot
            
        
            
            
                Selection - Orange Carrot
            
        
            
            
                Tip Top (Improved Nantaise) - Carrot"
Berlicum - Red Carrot,"This variety produces long, heartless, deep-red roots. Their firm flesh has a pleasantly sweet flavor. It prefers loose soil and can be harvested until the first frost.
                                    These products may also be of interest to you

            
            
                Dolciva (Improved Nantaise) - Carrot
            
        
            
            
                Rodelika - Red Carrot
            
        
            
            
                Flakkee - Orange Carrot
            
        
            
            
                Tip Top (Improved Nantaise) - Carrot"
